,,,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
US-ID,"Special region: US-ID",total,2.20593,1.92678,1.81755,1.76881,1.97848,2.27937,2.51985,2.2579,1.92207,1.76447,1.82596,2.17094,2.14414,1.89065,1.8423,1.7477,1.74308,2.10138,2.51191,2.44952,2.02407,1.74689,1.91434,2.24015,2.12723,1.93517,1.9601,1.74957,2.05947,2.30456,2.7174,2.47511,2.06363,1.82208,1.95963,2.15282,2.34448,1.9565,1.86953,1.84468,2.21955,2.51192,2.83195,2.54047,2.03013,1.90245,1.97484,2.27394,2.33757,2.12462,2.00778,1.93369,2.1688,2.36455,2.77917,2.57297,2.02438,1.90145,1.91155,2.22261,2.26264,1.9711,1.98994,1.78653,2.02631,1.9617,2.49251,2.40552,2.03022,1.82676,1.95756,2.31974,2.18941,1.91045,1.90386,1.8441,1.91204,2.08809,2.65648,2.47147,2.04029,1.80525,1.93389,2.20309,2.25818,2.0397,1.99259,1.82152,1.83398,2.06522,2.71581,2.57695,2.10145,1.84609,1.99634,2.22355,2.21349,1.99363,1.92962,1.82688,2.12148,2.41551,2.78411,2.70489,2.09432,1.92676,1.86788,2.11406,2.43177,1.98069,1.94765,1.88074,2.20398,2.50701,2.86989,2.59452,1.99838,1.87534,1.88083,2.31192,2.25059,1.92824,1.86907,1.85645,2.07853,2.49669,2.77071,2.34755,1.94293,1.79488,1.91595,2.08003,2.14362,1.83331,1.83134,1.95658,1.97365,2.54122,2.64497,2.47242,2.00444,1.76884,1.87806,2.15969,2.17485,1.89277,1.81991,1.75286,1.93845,2.52347,2.68674,2.60365,1.93111,1.78226,1.782,2.3103,2.42433,1.91905,1.89906,1.74427,2.03353,2.39671,2.91455,2.61469,2.01048,1.84206,1.87089,2.21887,2.13643,1.90242,1.94355,1.83023,2.07738,2.40487,2.89786,2.56412,2.02017,1.80172,1.93105,2.23345,2.21268,2.02078,1.99726,1.83017,2.00532,2.3621,2.80482,2.67757,2.03233,1.93747,1.94252,2.23419,2.20445,2.05736,1.93394,1.87757,2.11686,2.40359,2.79785,2.7233,2.1381,1.93029,1.99928,2.34228,2.26371,2.0537,1.99961,2.01222,2.22001,2.90173,3.10504,2.6094,2.08306,1.86185,1.95561,2.31808,2.47282,2.17763,2.11755,2.0289,2.18323,2.43954,3.13093,2.87269,2.30293,1.93904,2.1666,2.50793,2.43678,2.21435,2.27038,2.03415,2.17379,2.40529,3.09539,2.70319,2.14183,1.9549,2.04212,2.30873,2.48733,2.17381,2.16327,2.01478,2.24396,2.68183,3.19382,2.78635,2.29027,2.06458,2.12696,2.40368,2.60525,2.31597,2.20472,2.12511,2.45138,2.87166,3.25133,2.93733,,,,
US-ID,"Special region: US-ID",lowcarbon,0.63906,0.55577,0.60237,0.70999,1.06384,1.12905,1.17414,1.05024,0.72395,0.47178,0.4078,0.49393,0.61202,0.50091,0.52246,0.73348,1.27278,1.09294,1.15076,0.96091,0.64205,0.52305,0.51005,0.58032,0.87955,1.00418,1.00724,1.38939,1.44878,1.38752,1.26766,1.0587,0.70057,0.55385,0.57733,0.65756,0.86597,0.53328,0.7681,0.9056,1.33261,1.06525,1.2121,0.97167,0.64592,0.45156,0.40209,0.52039,0.59892,0.50788,0.75435,1.05991,1.0439,1.42552,1.3274,1.17923,0.73461,0.49786,0.4532,0.52814,0.88948,0.63274,0.64476,1.43208,1.29333,1.44726,1.44398,1.12498,0.76445,0.56866,0.47922,0.58066,0.66646,0.57974,0.56265,0.64182,1.01349,1.51579,1.381,1.15891,0.81328,0.57672,0.53278,0.72562,1.19847,1.33982,1.52227,1.42737,1.36894,1.66984,1.90424,1.45411,1.14301,0.7861,0.72206,0.76076,0.87726,0.8152,1.43597,1.49864,1.46155,1.50952,1.47712,1.19851,0.81503,0.66242,0.68434,1.01934,0.83005,0.75768,0.78788,1.44582,1.2707,1.27038,1.34403,1.09605,0.81067,0.68044,0.68819,0.64361,0.67829,0.82669,1.53938,1.56063,1.10534,1.22959,1.49167,1.01868,0.79132,0.70088,0.71011,0.83107,0.85796,1.2276,1.04441,1.30984,1.01576,1.07388,1.23644,0.95055,0.83147,0.63472,0.69076,0.83647,0.84111,0.81712,1.22817,1.60252,1.35718,1.16342,1.26741,1.06538,0.66697,0.65961,0.7345,0.85155,1.12389,1.00238,1.29665,1.28042,1.27987,1.28337,1.33214,1.25723,1.02847,1.08264,1.12527,1.14819,1.14516,1.19723,1.40077,1.44753,1.40744,1.4189,1.32466,1.28198,1.10939,1.0518,1.03649,1.02089,1.04458,1.07278,1.18766,1.28247,1.33338,1.31081,1.41908,1.34572,1.15981,1.06741,1.00177,0.88689,1.01307,1.12337,1.07914,1.18065,1.31662,1.26662,1.24675,1.25265,0.94746,1.08315,1.05504,0.97875,1.00351,1.01638,1.16158,1.17515,1.2141,1.09901,1.01568,1.04243,0.84114,0.79488,0.78504,0.79318,0.99851,0.95424,1.20213,1.18152,1.27312,1.0989,1.09435,0.94671,0.84008,0.71974,0.91636,0.83951,0.72762,0.76124,0.83813,1.19631,1.56847,1.33981,1.48993,1.24883,0.99685,0.79952,0.63302,0.72185,0.79934,0.85253,0.94168,1.58517,1.74898,1.62048,1.57572,1.34922,1.04398,0.86285,0.78793,0.7894,1.3456,1.10891,1.37742,1.4801,1.4339,1.3494,1.20114,1.20817,,,,
US-ID,"Special region: US-ID",fossil,0.20718,0.20167,0.14666,0.02907,0.15421,0.07384,0.15933,0.17294,0.16677,0.15988,0.17802,0.1536,0.1729,0.16614,0.1557,0.13622,0.04294,0.04118,0.13618,0.18028,0.1639,0.16863,0.17056,0.15783,0.03993,0.08171,0.07316,0.02689,0.05903,0.06302,0.16958,0.17114,0.18096,0.19358,0.12713,0.19471,0.13162,0.15747,0.05091,0.05967,0.03913,0.09122,0.13298,0.19434,0.22376,0.23254,0.20679,0.22053,0.23319,0.19567,0.19211,0.20544,0.04734,0.00637,0.08964,0.18018,0.1754,0.14944,0.12194,0.19343,0.13544,0.15541,0.09376,0.0514,0.05797,0.01607,0.16946,0.26419,0.22176,0.19736,0.13834,0.22501,0.14802,0.195,0.21086,0.17941,0.03479,0.00351,0.10782,0.20519,0.20563,0.20974,0.14163,0.13601,0.08982,0.07466,0.02188,0.07563,0.02133,0.02266,0.0625,0.1283,0.17096,0.08386,0.19948,0.24308,0.20249,0.20116,0.13395,0.07434,0.02595,0.03836,0.24386,0.33522,0.23523,0.22491,0.15342,0.106,0.34978,0.18397,0.24204,0.11224,0.16295,0.22063,0.38199,0.44346,0.37721,0.22703,0.32283,0.4594,0.4051,0.32316,0.06155,0.03716,0.13151,0.07933,0.28858,0.39675,0.34874,0.17796,0.2082,0.17216,0.33847,0.06704,0.12634,0.17348,0.29769,0.46336,0.43265,0.47857,0.4034,0.35687,0.32288,0.4219,0.43461,0.35935,0.26071,0.07961,0.18739,0.25616,0.34039,0.48508,0.38736,0.19753,0.1179,0.24472,0.4572,0.18476,0.0308,0.03842,0.04652,0.09573,0.40781,0.42248,0.38142,0.1964,0.40634,0.43552,0.27106,0.17468,0.22005,0.132,0.06079,0.16888,0.43609,0.38352,0.41858,0.16336,0.40864,0.4615,0.49646,0.45864,0.27796,0.15363,0.09593,0.22187,0.45912,0.47221,0.42079,0.26181,0.46277,0.50675,0.49485,0.40963,0.40858,0.22544,0.07472,0.07153,0.34333,0.45651,0.45379,0.26563,0.47291,0.50027,0.41291,0.38793,0.44116,0.33189,0.38151,0.38012,0.59593,0.48602,0.41935,0.31437,0.3892,0.41132,0.41619,0.38649,0.25204,0.09993,0.18688,0.11261,0.46751,0.50962,0.45403,0.36227,0.53714,0.55662,0.58726,0.52423,0.55214,0.25214,0.14475,0.37624,0.66541,0.63709,0.48282,0.30553,0.51621,0.64252,0.75838,0.61552,0.5449,0.14497,0.10174,0.48587,0.70247,0.73381,0.62167,0.28217,0.5843,0.70969,0.54653,0.47097,0.28385,0.23755,0.36793,0.53403,0.64807,0.64128,,,,
US-ID,"Special region: US-ID",renewables-including-hydro,0.63906,0.55577,0.60237,0.70999,1.06384,1.12905,1.17414,1.05024,0.72395,0.47178,0.4078,0.49393,0.61202,0.50091,0.52246,0.73348,1.27278,1.09294,1.15076,0.96091,0.64205,0.52305,0.51005,0.58032,0.87955,1.00418,1.00724,1.38939,1.44878,1.38752,1.26766,1.0587,0.70057,0.55385,0.57733,0.65756,0.86597,0.53328,0.7681,0.9056,1.33261,1.06525,1.2121,0.97167,0.64592,0.45156,0.40209,0.52039,0.59892,0.50788,0.75435,1.05991,1.0439,1.42552,1.3274,1.17923,0.73461,0.49786,0.4532,0.52814,0.88948,0.63274,0.64476,1.43208,1.29333,1.44726,1.44398,1.12498,0.76445,0.56866,0.47922,0.58066,0.66646,0.57974,0.56265,0.64182,1.01349,1.51579,1.381,1.15891,0.81328,0.57672,0.53278,0.72562,1.19847,1.33982,1.52227,1.42737,1.36894,1.66984,1.90424,1.45411,1.14301,0.7861,0.72206,0.76076,0.87726,0.8152,1.43597,1.49864,1.46155,1.50952,1.47712,1.19851,0.81503,0.66242,0.68434,1.01934,0.83005,0.75768,0.78788,1.44582,1.2707,1.27038,1.34403,1.09605,0.81067,0.68044,0.68819,0.64361,0.67829,0.82669,1.53938,1.56063,1.10534,1.22959,1.49167,1.01868,0.79132,0.70088,0.71011,0.83107,0.85796,1.2276,1.04441,1.30984,1.01576,1.07388,1.23644,0.95055,0.83147,0.63472,0.69076,0.83647,0.84111,0.81712,1.22817,1.60252,1.35718,1.16342,1.26741,1.06538,0.66697,0.65961,0.7345,0.85155,1.12389,1.00238,1.29665,1.28042,1.27987,1.28337,1.33214,1.25723,1.02847,1.08264,1.12527,1.14819,1.14516,1.19723,1.40077,1.44753,1.40744,1.4189,1.32466,1.28198,1.10939,1.0518,1.03649,1.02089,1.04458,1.07278,1.18766,1.28247,1.33338,1.31081,1.41908,1.34572,1.15981,1.06741,1.00177,0.88689,1.01307,1.12337,1.07914,1.18065,1.31662,1.26662,1.24675,1.25265,0.94746,1.08315,1.05504,0.97875,1.00351,1.01638,1.16158,1.17515,1.2141,1.09901,1.01568,1.04243,0.84114,0.79488,0.78504,0.79318,0.99851,0.95424,1.20213,1.18152,1.27312,1.0989,1.09435,0.94671,0.84008,0.71974,0.91636,0.83951,0.72762,0.76124,0.83813,1.19631,1.56847,1.33981,1.48993,1.24883,0.99685,0.79952,0.63302,0.72185,0.79934,0.85253,0.94168,1.58517,1.74898,1.62048,1.57572,1.34922,1.04398,0.86285,0.78793,0.7894,1.3456,1.10891,1.37742,1.4801,1.4339,1.3494,1.20114,1.20817,,,,
US-ID,"Special region: US-ID",hydro,0.59144,0.51018,0.56385,0.66205,1.01422,1.08269,1.12396,0.99929,0.68529,0.42193,0.36337,0.44336,0.56494,0.45646,0.48494,0.68544,1.22635,1.05857,1.09934,0.91124,0.5913,0.47276,0.46059,0.5302,0.82021,0.95513,0.94474,1.34067,1.38628,1.34384,1.20591,0.99621,0.64447,0.4916,0.51097,0.60235,0.81687,0.48216,0.72417,0.85386,1.27415,1.00727,1.15775,0.90635,0.59128,0.4017,0.34022,0.46592,0.53592,0.4501,0.68624,0.99931,0.97995,1.36312,1.26941,1.11739,0.68752,0.43935,0.38011,0.45408,0.8133,0.5687,0.56971,1.36765,1.22242,1.37926,1.37952,1.05637,0.69804,0.49267,0.39783,0.48879,0.59403,0.51579,0.49796,0.56307,0.92892,1.43978,1.30727,1.08488,0.73998,0.47152,0.4139,0.59713,1.09746,1.19573,1.32748,1.24876,1.20367,1.49806,1.74576,1.32033,1.03011,0.61356,0.52698,0.59691,0.65393,0.65494,1.19486,1.31477,1.2713,1.32976,1.32052,1.02873,0.66907,0.4483,0.45147,0.60276,0.62171,0.4928,0.48945,1.09373,1.00207,1.02837,1.11189,0.85598,0.53388,0.44092,0.38332,0.41933,0.41604,0.44687,1.18102,1.20774,0.84076,0.93689,1.24579,0.83082,0.5373,0.41057,0.39915,0.54925,0.67704,0.96823,0.76479,1.02976,0.80355,0.87776,1.02919,0.73251,0.5794,0.38975,0.40663,0.49801,0.56478,0.52103,0.87607,1.29608,1.10203,0.90412,1.01358,0.86029,0.52136,0.43796,0.44395,0.49203,0.82731,0.71469,0.96826,0.93995,0.94876,0.99435,1.07962,0.99489,0.78776,0.75935,0.82891,0.82658,0.83147,0.89837,1.02995,1.06649,1.08465,1.06662,1.02197,1.00325,0.82185,0.75838,0.72848,0.71287,0.7444,0.78135,0.87079,0.94365,0.99787,0.99305,1.09496,1.04401,0.83585,0.74112,0.69157,0.59462,0.67264,0.70847,0.73754,0.82967,0.94432,0.91971,0.93146,0.9374,0.68113,0.74518,0.72643,0.67417,0.67342,0.6118,0.79449,0.80232,0.82035,0.75806,0.75937,0.71998,0.57071,0.48459,0.50042,0.49971,0.72539,0.62795,0.8368,0.79005,0.89243,0.79539,0.84264,0.69868,0.56584,0.46238,0.61307,0.50911,0.43397,0.38359,0.41681,0.79149,1.27728,1.0467,1.15012,0.89838,0.6943,0.48292,0.35994,0.44224,0.47439,0.49439,0.58566,1.10987,1.22667,1.13697,1.19267,0.95692,0.68746,0.48723,0.36985,0.42819,0.92349,0.70839,0.8111,0.93525,0.90635,0.83742,0.71923,0.78769,,,,
US-ID,"Special region: US-ID",renewables-except-hydro,0.04762,0.04559,0.03852,0.04794,0.04962,0.04636,0.05018,0.05095,0.03866,0.04985,0.04443,0.05057,0.04708,0.04445,0.03752,0.04804,0.04643,0.03437,0.05142,0.04967,0.05075,0.05029,0.04946,0.05012,0.05934,0.04905,0.0625,0.04872,0.0625,0.04368,0.06175,0.06249,0.0561,0.06225,0.06636,0.05521,0.0491,0.05112,0.04393,0.05174,0.05846,0.05798,0.05435,0.06532,0.05464,0.04986,0.06187,0.05447,0.063,0.05778,0.06811,0.0606,0.06395,0.0624,0.05799,0.06184,0.04709,0.05851,0.07309,0.07406,0.07618,0.06404,0.07505,0.06443,0.07091,0.068,0.06446,0.06861,0.06641,0.07599,0.08139,0.09187,0.07243,0.06395,0.06469,0.07875,0.08457,0.07601,0.07373,0.07403,0.0733,0.1052,0.11888,0.12849,0.10101,0.14409,0.19479,0.17861,0.16527,0.17178,0.15848,0.13378,0.1129,0.17254,0.19508,0.16385,0.22333,0.16026,0.24111,0.18387,0.19025,0.17976,0.1566,0.16978,0.14596,0.21412,0.23287,0.41658,0.20834,0.26488,0.29843,0.35209,0.26863,0.24201,0.23214,0.24007,0.27679,0.23952,0.30487,0.22428,0.26225,0.37982,0.35836,0.35289,0.26458,0.2927,0.24588,0.18786,0.25402,0.29031,0.31096,0.28182,0.18092,0.25937,0.27962,0.28008,0.21221,0.19612,0.20725,0.21804,0.25207,0.24497,0.28413,0.33846,0.27633,0.29609,0.3521,0.30644,0.25515,0.2593,0.25383,0.20509,0.14561,0.22165,0.29055,0.35952,0.29658,0.28769,0.32839,0.34047,0.33111,0.28902,0.25252,0.26234,0.24071,0.32329,0.29636,0.32161,0.31369,0.29886,0.37082,0.38104,0.32279,0.35228,0.30269,0.27873,0.28754,0.29342,0.30801,0.30802,0.30018,0.29143,0.31687,0.33882,0.33551,0.31776,0.32412,0.30171,0.32396,0.32629,0.3102,0.29227,0.34043,0.4149,0.3416,0.35098,0.3723,0.34691,0.31529,0.31525,0.26633,0.33797,0.32861,0.30458,0.33009,0.40458,0.36709,0.37283,0.39375,0.34095,0.25631,0.32245,0.27043,0.31029,0.28462,0.29347,0.27312,0.32629,0.36533,0.39147,0.38069,0.30351,0.25171,0.24803,0.27424,0.25736,0.30329,0.3304,0.29365,0.37765,0.42132,0.40482,0.29119,0.29311,0.33981,0.35045,0.30255,0.3166,0.27308,0.27961,0.32495,0.35814,0.35602,0.4753,0.52231,0.48351,0.38305,0.3923,0.35652,0.37562,0.41808,0.36121,0.42211,0.40052,0.56632,0.54485,0.52755,0.51198,0.48191,0.42048,,,,
US-ID,"Special region: US-ID",wind-and-solar,,,,,,,,,,,,,,,,,,,,,,,,,0.01435,0.01006,0.01848,0.01556,0.0157,0.01438,0.01019,0.01223,0.00908,0.01493,0.02107,0.01358,0.00998,0.01636,0.01708,0.01348,0.01572,0.0146,0.00897,0.01734,0.01447,0.01288,0.01721,0.01418,0.02018,0.01876,0.01891,0.01812,0.01745,0.01555,0.01135,0.01185,0.01152,0.01757,0.02161,0.02459,0.0298,0.02294,0.03179,0.02856,0.02297,0.01779,0.01625,0.01766,0.02093,0.03302,0.03356,0.03815,0.02577,0.01977,0.02751,0.03297,0.03376,0.02615,0.0218,0.02305,0.02602,0.05686,0.06936,0.07772,0.05241,0.10117,0.15785,0.13404,0.11282,0.1231,0.10649,0.08135,0.06537,0.12154,0.14269,0.10785,0.16865,0.11024,0.20014,0.13226,0.13384,0.12722,0.10419,0.11557,0.093,0.16029,0.1796,0.36557,0.15406,0.21576,0.23915,0.29444,0.20664,0.18344,0.17375,0.18537,0.227,0.17213,0.24295,0.16545,0.20613,0.32575,0.30104,0.29453,0.20495,0.24002,0.1866,0.132,0.1928,0.23824,0.26575,0.22231,0.12226,0.20773,0.23517,0.22336,0.15223,0.14167,0.1483,0.16829,0.19127,0.18231,0.22518,0.27862,0.22404,0.25163,0.29412,0.24896,0.19438,0.20326,0.21704,0.15779,0.10912,0.173,0.23911,0.30565,0.24533,0.24155,0.28167,0.29213,0.28369,0.23642,0.19961,0.20958,0.20996,0.28977,0.26008,0.27047,0.26102,0.25118,0.32013,0.33274,0.27133,0.29972,0.25012,0.24935,0.25074,0.24631,0.256,0.25559,0.24789,0.2477,0.26546,0.28977,0.27715,0.26557,0.26756,0.24924,0.2831,0.27332,0.25624,0.24279,0.28923,0.36309,0.28627,0.29753,0.31796,0.30413,0.27888,0.2594,0.21061,0.28352,0.27983,0.25283,0.27942,0.36073,0.31687,0.33852,0.35022,0.28684,0.20167,0.26766,0.22478,0.25924,0.23561,0.24277,0.22617,0.27761,0.31331,0.34356,0.33138,0.25815,0.20438,0.20438,0.22826,0.21408,0.27071,0.2816,0.24402,0.33459,0.37146,0.37168,0.25704,0.24832,0.29488,0.30326,0.25966,0.26818,0.22568,0.23281,0.29087,0.31381,0.30845,0.4312,0.47441,0.46204,0.35555,0.34888,0.31463,0.3282,0.36957,0.31235,0.37274,0.35586,0.51504,0.49469,0.47705,0.4612,0.42871,0.38308,,,,
US-ID,"Special region: US-ID",geothermal-and-biofuels,0.04762,0.04559,0.03853,0.04794,0.04962,0.04636,0.05018,0.05095,0.03866,0.04985,0.04443,0.05057,0.04708,0.04446,0.03752,0.04804,0.04643,0.03437,0.05142,0.04968,0.05075,0.05029,0.04946,0.05012,0.04498,0.03899,0.04402,0.03317,0.0468,0.0293,0.05156,0.05026,0.04702,0.04732,0.04529,0.04164,0.03912,0.03476,0.02685,0.03827,0.04274,0.04338,0.04538,0.04799,0.04018,0.03698,0.04466,0.04029,0.04282,0.03901,0.0492,0.04249,0.04648,0.04684,0.04664,0.04999,0.03557,0.04094,0.05148,0.04948,0.04638,0.0411,0.04326,0.03587,0.04794,0.05021,0.04821,0.05095,0.04548,0.04297,0.04783,0.05372,0.04667,0.04418,0.03719,0.04578,0.05081,0.04986,0.05193,0.05098,0.04727,0.04834,0.04951,0.05077,0.0486,0.04291,0.03694,0.04457,0.05246,0.04868,0.05199,0.05243,0.04752,0.05099,0.05239,0.056,0.05468,0.05002,0.04098,0.05161,0.05641,0.05253,0.05241,0.05422,0.05295,0.05383,0.05327,0.05102,0.05429,0.04913,0.05929,0.05765,0.06199,0.05857,0.05838,0.0547,0.04979,0.06739,0.06193,0.05883,0.05613,0.05407,0.05731,0.05835,0.05963,0.05268,0.05928,0.05585,0.06123,0.05207,0.04521,0.05952,0.05867,0.05163,0.04446,0.05672,0.05999,0.05445,0.05895,0.04975,0.0608,0.06266,0.05895,0.05984,0.05229,0.04446,0.05798,0.05749,0.06076,0.05604,0.0368,0.0473,0.03649,0.04865,0.05145,0.05387,0.05125,0.04613,0.04672,0.04834,0.04743,0.0526,0.05291,0.05276,0.03075,0.03353,0.03628,0.05114,0.05266,0.04768,0.05069,0.04829,0.05146,0.05256,0.05257,0.02939,0.0368,0.04711,0.052,0.05243,0.0523,0.04373,0.05141,0.04905,0.05835,0.0522,0.05656,0.05248,0.04087,0.05298,0.05396,0.04947,0.0512,0.05181,0.05533,0.05344,0.05433,0.04278,0.03641,0.05584,0.05572,0.05445,0.04879,0.05174,0.05067,0.04386,0.05022,0.03432,0.04353,0.05412,0.05463,0.05479,0.04565,0.05105,0.049,0.0507,0.04694,0.04869,0.05201,0.04792,0.04931,0.04535,0.04732,0.04366,0.04599,0.04326,0.03257,0.04881,0.04963,0.04305,0.04986,0.03314,0.03416,0.04479,0.04493,0.04718,0.0429,0.04842,0.0474,0.04681,0.03407,0.04433,0.04758,0.04409,0.0479,0.02146,0.02749,0.04342,0.0419,0.04742,0.0485,0.04886,0.04937,0.04465,0.04363,0.05017,0.04373,0.05078,0.0532,0.0374,,,,
US-ID,"Special region: US-ID",wind,,,,,,,,,,,,,,,,,,,,,,,,,0.01435,0.01006,0.01848,0.01556,0.0157,0.01438,0.01019,0.01223,0.00908,0.01493,0.02107,0.01358,0.00998,0.01636,0.01708,0.01348,0.01572,0.0146,0.00897,0.01734,0.01447,0.01288,0.01721,0.01418,0.02018,0.01876,0.01891,0.01812,0.01745,0.01555,0.01135,0.01185,0.01152,0.01757,0.02161,0.02459,0.0298,0.02294,0.03179,0.02856,0.02297,0.01779,0.01625,0.01766,0.02093,0.03302,0.03356,0.03815,0.02577,0.01977,0.02751,0.03297,0.03376,0.02615,0.0218,0.02305,0.02602,0.05686,0.06936,0.07772,0.05241,0.10117,0.15785,0.13404,0.11282,0.1231,0.10649,0.08135,0.06537,0.12154,0.14269,0.10785,0.16865,0.11024,0.20014,0.13226,0.13384,0.12722,0.10419,0.11557,0.093,0.16029,0.1796,0.36557,0.15406,0.21576,0.23915,0.29444,0.20664,0.18344,0.17375,0.18537,0.227,0.17213,0.24295,0.16545,0.20597,0.32553,0.3007,0.29413,0.2045,0.23956,0.1861,0.1315,0.19236,0.23784,0.26549,0.22212,0.12205,0.20744,0.23473,0.22282,0.15161,0.14101,0.14758,0.16756,0.19058,0.1817,0.22478,0.27833,0.22372,0.25116,0.2934,0.24809,0.19338,0.2022,0.21588,0.15092,0.09948,0.16662,0.23449,0.29908,0.23579,0.23064,0.24302,0.24094,0.23052,0.17399,0.14356,0.15604,0.16206,0.24508,0.23438,0.24865,0.23422,0.21745,0.27413,0.27662,0.20578,0.2277,0.18172,0.18845,0.19171,0.20246,0.22224,0.23255,0.21931,0.21731,0.21501,0.23126,0.21286,0.19181,0.19674,0.17796,0.22622,0.21946,0.22227,0.22061,0.26945,0.32328,0.23226,0.226,0.2431,0.23316,0.19023,0.18688,0.14955,0.23367,0.25438,0.22859,0.2541,0.32619,0.25218,0.26429,0.26639,0.19593,0.12214,0.19713,0.15773,0.21581,0.20487,0.22345,0.20018,0.2343,0.25445,0.27741,0.25646,0.17449,0.11375,0.12305,0.15927,0.15449,0.23812,0.2557,0.20773,0.27571,0.29854,0.26842,0.13999,0.11729,0.14746,0.17284,0.14684,0.17784,0.17089,0.19621,0.25038,0.25694,0.21431,0.31319,0.33301,0.28136,0.18251,0.2014,0.18667,0.22224,0.30739,0.26649,0.30947,0.28404,0.35615,0.29619,0.25098,0.2085,0.17773,0.15644,,,,
US-ID,"Special region: US-ID",solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.00022,0.00034,0.0004,0.00045,0.00046,0.0005,0.0005,0.00044,0.0004,0.00026,0.00019,0.00021,0.00029,0.00044,0.00054,0.00062,0.00066,0.00072,0.00073,0.00069,0.00061,0.0004,0.00029,0.00032,0.00047,0.00072,0.00087,0.001,0.00106,0.00116,0.00687,0.00964,0.00638,0.00462,0.00657,0.00954,0.01091,0.03865,0.05119,0.05317,0.06243,0.05605,0.05354,0.0479,0.04469,0.0257,0.02182,0.0268,0.03373,0.046,0.05612,0.06555,0.07202,0.0684,0.0609,0.05903,0.04385,0.03376,0.02304,0.02858,0.03039,0.05045,0.05851,0.06429,0.07376,0.07082,0.07128,0.05688,0.05386,0.03397,0.02218,0.01978,0.03981,0.05401,0.07153,0.07486,0.07097,0.08865,0.07252,0.06106,0.04985,0.02545,0.02424,0.02532,0.03454,0.06469,0.07423,0.08383,0.09091,0.07953,0.07053,0.06705,0.04343,0.03074,0.01932,0.02599,0.04331,0.05886,0.06615,0.07492,0.08366,0.09063,0.08133,0.06899,0.05959,0.03259,0.0259,0.03629,0.05888,0.07292,0.10326,0.11705,0.13103,0.14742,0.13042,0.11282,0.09034,0.05479,0.0366,0.04049,0.05687,0.09414,0.11801,0.1414,0.18068,0.17304,0.14748,0.12796,0.10596,0.06218,0.04586,0.06327,0.07182,0.15889,0.1985,0.22607,0.2527,0.25098,0.22664,,,,
